39,13,-27,-30
-313,-249,127,-183
-322,-350,190,80
291,-312,-11,-52
318,-195,-165,-98
166,-146,105,48
156,-254,57,19
-78,-160,-53,-44
-50,135,129,109
143,281,-182,36
178,214,157,48
101,-164,-79,-134
345,-326,-18,-185
-125,206,-17,13
198,-141,-50,-122
46,-121,2,-27
60,-345,-26,-136
31,-294,180,92
-218,-90,5,168
61,-167,127,99
271,-144,56,-196
312,-286,-105,126
-36,117,58,84
173,271,-79,-149
-349,-256,192,-82
341,69,-161,-80
-345,267,-96,77
168,-78,-184,103
-39,219,181,-84
250,80,-148,-194
-100,244,-94,13
-132,-248,-2,15
-333,-22,-81,-139
128,-291,42,37
154,264,-84,-85
-186,185,82,33
95,337,-148,83
-344,315,194,140
95,-182,-184,-14
112,308,175,-94
313,-171,-152,187
-222,-164,98,130
111,270,126,19
310,123,6,75
-156,88,-197,-78
177,330,-60,44
309,-100,12,27
-173,-135,52,67
243,248,75,38
-292,-282,-18,70
303,268,-72,96
116,-181,19,90
128,288,190,-176
-316,-335,-83,182
260,-337,113,187
-266,-34,-14,11
84,45,-124,187
155,-159,186,173
216,290,97,-114
-22,181,132,177
332,-317,7,20
-77,350,-51,-81
-284,325,108,-5
-288,-41,22,-168
338,191,-158,7
329,177,-76,-192
138,-81,-160,111
157,275,98,-171
135,-47,95,-77
197,276,137,-98
326,162,195,136
-61,149,86,-141
304,199,162,85
-198,-188,55,51
19,-84,-64,61
150,183,70,-143
31,239,162,-63
-287,-172,177,150
137,-59,14,-90
75,207,49,-48
121,211,-81,-113
212,-73,-98,-177
267,-35,176,68
46,-267,-83,93
-134,-96,111,-72
-7,285,183,157
148,38,10,23
-345,270,-142,-156
-269,-261,-56,175
-223,-283,7,167
135,16,10,180
-235,157,174,149
51,-88,-175,-78
-110,189,-116,-126
147,-69,-103,-122
23,81,83,-114
-241,248,-138,112
-116,84,-67,-1
-251,53,-111,53
-268,-81,172,-51
71,-165,-62,-143
15,-42,-158,-46
-195,121,-167,-150
96,-231,-187,179
-165,229,64,34
