-225,-192,141,124
-345,-166,22,-191
313,-327,-171,-14
-36,200,-176,-101
174,315,42,-102
-126,17,-165,-42
340,-100,-184,-126
-244,-184,-30,44
305,-217,-174,-75
31,-296,14,166
-202,129,-138,-81
-17,336,-40,-149
13,117,-66,38
83,-2,92,171
305,317,192,111
46,229,115,-138
238,192,199,-51
74,-347,122,21
153,62,134,-144
-81,347,75,50
58,186,159,-73
-19,28,71,-3
212,-42,44,161
-146,-236,165,-183
-23,114,-4,-48
47,47,122,51
84,-318,-173,-115
-57,198,-56,-158
128,168,-35,-169
-245,-151,-69,-55
-248,-32,-66,191
311,114,-165,148
-73,352,20,192
0,-180,58,165
-226,-30,191,156
287,-116,109,167
66,-203,29,-16
33,205,-8,-111
-14,265,84,-6
-265,328,153,-124
320,-46,-135,98
89,-156,18,3
4,34,-114,16
164,262,-89,167
92,84,3,34
-285,341,-126,10
-125,92,171,-110
-156,-145,-146,-194
-68,-297,103,96
-209,-154,163,-154
29,-189,-110,-148
162,265,-49,104
-202,-92,-53,164
-229,6,152,-53
-68,-87,25,-52
-159,-221,-100,-35
101,226,121,30
184,59,19,26
-219,19,109,97
244,257,-150,101
-260,-122,-179,60
-65,-87,10,-107
-185,116,-197,191
-200,304,-112,187
-116,-268,-150,-186
-66,-312,118,172
146,98,191,-26
-48,259,-79,-168
-99,-6,133,-85
350,279,65,-50
-307,104,137,-184
-304,75,-111,24
-135,167,-193,175
-241,12,-17,65
272,83,-31,-113
137,-251,77,-139
21,37,128,37
-126,-50,78,-140
-115,118,-156,137
292,301,11,-193
218,-137,73,190
44,-145,86,-11
51,217,-110,85
3,-251,-127,-192
44,294,99,-42
154,62,-191,-21
239,53,-163,-139
286,213,-48,-61
58,-28,40,-151
-204,160,-148,-195
-162,-277,-175,-87
-26,-142,-95,-18
67,311,-115,-119
255,-253,136,-118
111,173,2,34
203,-13,-49,-137
-273,-63,-1,-113
176,278,22,-164
83,77,79,83
-82,-42,-12,120
203,-211,-45,4
92,25,32,-122
-82,42,-134,-56
49,219,86,19
37,-20,-9,191
-31,194,16,10
353,272,-86,168
277,-269,161,152
-165,-255,-93,51
293,120,11,102
328,-315,32,-10
291,-130,-151,192
2,-340,-47,13
-3,143,-154,162
265,-312,-131,175
-211,-113,151,-171
-302,-324,-50,187
26,99,147,-181
-206,-289,-104,-81
-210,111,82,-124
-242,-97,-11,-35
62,-259,-67,105
-66,336,189,113
-170,-10,51,81
