3,318,155,7
-45,-16,-180,87
295,-108,116,153
280,236,-186,41
289,-30,18,-104
-114,182,-180,192
-207,-150,-90,-82
349,101,-5,-90
-79,261,-157,-46
-256,-310,74,59
148,-98,-37,12
-287,264,-55,170
291,316,71,19
25,135,-124,-118
312,116,175,-36
-135,203,145,-52
284,-287,-80,43
-286,42,-10,98
-197,-105,75,-200
346,8,-114,-185
49,-106,-25,170
177,-351,-31,-51
330,-182,-176,-118
44,335,-195,-15
-58,-156,21,51
-44,-335,-50,78
292,194,59,-52
-2,172,-100,52
254,-169,-19,21
44,-263,96,-180
-44,343,-199,-101
269,-321,168,-151
-142,-239,72,-122
-102,-338,-173,143
307,253,11,43
-264,53,-103,1
-217,-289,72,20
-175,-355,42,185
43,303,-31,43
-331,-26,134,133
184,-204,-67,-158
158,341,-146,-101
-203,-151,36,194
53,143,-151,148
-347,-254,-82,-86
-11,169,20,127
188,329,127,-151
-303,-223,45,72
-273,-180,-26,117
289,-189,118,-30
-226,-337,67,-178
-350,110,96,-119
-102,-132,-73,-52
-76,-182,95,-124
-59,-147,193,-111
-176,-350,-123,179
-173,-175,129,157
85,84,190,4
-196,310,-147,-192
-130,129,-138,124
-11,163,96,-199
345,-314,-131,159
-277,63,-52,-23
32,19,163,-116
-307,-203,173,-119
-333,-220,-48,-38
-213,-98,164,-84
138,-33,-70,-114
-84,249,-9,55
223,-282,-141,-107
-295,316,-125,-38
62,109,-91,191
64,-261,108,147
72,-78,43,155
-102,-40,-31,-168
-192,-91,-7,-160
15,-343,128,-62
288,134,-29,123
23,-283,-49,136
107,-4,-56,30
-246,-243,-194,137
178,88,133,2
-46,-57,52,-82
-197,-194,-199,-26
-331,151,-36,109
301,352,-102,32
-235,216,-151,78
-161,97,-150,-81
121,-86,-10,-20
185,152,-99,-94
148,100,123,46
-143,-197,124,80
-144,128,110,-102
116,-55,44,197
-222,42,-10,-192
102,318,116,-167
-35,103,27,-101
101,-180,-159,-83
-234,1,126,-122
203,222,-126,-46
-177,-168,-52,55
49,332,-151,33
46,-280,-13,7
-161,332,81,-101
50,304,-184,137
-79,32,53,-116
-287,-247,181,-158
-144,353,132,183
-223,-5,171,-76
-310,-327,102,165
143,212,158,133
321,116,-69,-87
309,-250,-55,143
-223,98,-183,127
231,90,-190,179
135,153,-99,183
326,143,-120,-81
-256,339,181,-139
-183,187,20,-140
246,-137,71,-183
-113,-22,-102,111
149,177,172,-27
-175,-199,90,42
-83,138,43,-169
-181,-140,-191,-38
-329,264,-23,-45
-309,-313,12,-139
97,-11,196,70
100,293,50,47
-214,-132,-128,-190
-36,-190,-156,-114
232,-284,127,61
-116,264,165,154
236,213,-143,61
226,-218,-102,-178
-222,204,-102,165
-320,202,-42,133
89,-66,4,-18
110,-294,144,-167
-233,-95,198,16
155,169,-156,25
19,82,-80,-85
-98,-126,-84,103
304,321,14,24
99,-234,146,43
323,-278,-29,150
109,292,-127,-40
-338,169,196,147
165,255,126,-62
350,-113,-138,-100
-50,27,4,-192
-147,-106,-43,-118
-52,-182,30,-29
-210,55,-26,193
156,-323,-126,96
-90,212,142,178
215,2,-2,-31
-131,-204,195,-13
-110,-193,75,13
267,-59,-115,-2
-17,256,-197,160
185,-289,-4,-96
-307,-159,70,135
258,-182,154,128
-108,-273,-84,-62
-38,213,-141,172
2,252,52,194
215,-55,9,-174
304,258,33,96
