-321,-176,-58,-146
-276,-220,-95,152
247,-128,96,193
155,137,79,44
-184,232,112,118
151,83,-187,-173
11,315,29,-137
-222,230,169,47
-197,191,-38,118
109,-267,156,-147
206,-48,-96,73
-174,-34,19,-125
353,84,-14,1
-136,-295,152,2
301,188,-40,65
203,7,173,-19
334,317,-151,96
246,-290,173,189
131,-40,37,93
-211,-283,-148,65
-120,142,43,-18
-54,-276,104,-114
154,-39,196,13
-348,346,99,-49
236,210,161,-31
93,27,85,-126
194,-311,-74,-86
27,-232,198,126
-283,-22,92,-73
79,-331,182,163
313,345,22,94
-123,55,91,140
184,-254,147,45
-240,-27,81,-80
282,302,90,-170
-78,146,58,151
-85,-263,-152,147
39,272,160,-22
-55,236,-136,144
-61,50,-73,109
-35,-78,133,176
-95,314,163,-161
-205,-324,-70,65
41,136,178,87
-321,120,144,-134
-104,-97,-160,188
-299,215,123,-151
99,-147,-67,-185
-41,-26,118,33
-40,260,-52,-46
262,204,-192,91
-36,87,170,-78
-181,-216,106,8
4,-148,-167,-103
-25,-73,-14,-96
-312,-182,199,48
-337,-332,67,-74
-188,-201,-191,-53
-233,189,144,-64
-217,338,-95,-163
-10,253,-147,-196
-288,234,-13,112
292,-204,-65,-144
-169,-24,36,132
-189,332,90,171
341,277,-117,-32
-136,231,31,-127
-82,116,-28,89
-205,77,132,38
138,-348,-91,5
-62,-296,161,-44
-91,-238,-6,87
120,-340,-21,63
108,-314,-176,15
-51,34,160,-174
301,214,73,-67
-52,74,-158,151
-309,-276,-112,-158
-1,307,-116,63
-269,-272,114,32
-234,85,162,-165
-161,334,-166,179
322,344,-122,162
202,-199,111,145
-159,-296,112,-32
324,-101,-165,-92
-1,29,-91,9
-222,210,171,-81
-94,-64,134,-187
45,-135,-127,-121
-200,237,50,-190
-329,160,-57,-8
-203,-168,87,182
175,151,6,-23
256,208,-22,-63
38,-94,-45,152
-77,240,17,-5
-284,-258,-72,-2
-276,-33,-92,122
300,216,147,128
235,-222,109,178
60,-193,10,121
348,-168,-154,-126
-112,-93,134,-34
-286,-30,-24,94
2,296,-53,-124
242,-49,104,188
-122,215,-162,-2
274,-239,-56,-25
-276,42,43,149
-106,148,65,-130
-331,-139,71,64
74,313,39,-44
-106,338,-187,-163
317,220,-55,-134
171,96,176,-3
135,14,-52,169
-162,262,76,191
154,247,183,-159
-200,236,2,190
268,-12,130,28
304,-11,88,80
50,-25,-83,41
330,156,-115,-6
49,99,-109,51
350,-305,-12,31
-54,-154,-28,-198
123,-122,-57,-179
-246,103,-110,-158
-269,197,36,-26
-131,-281,167,-25
342,234,63,-146
-214,216,77,-12
-64,296,-84,189
178,-139,-106,175
237,-67,-84,186
-303,-127,51,163
-104,33,150,-190
-350,141,-159,-38
194,140,131,-152
-125,233,145,176
36,1,156,-122
-6,-242,142,114
13,-291,-168,-13
135,49,100,133
7,-70,41,138
-189,344,-81,10
349,-134,-60,187
86,99,-122,-57
-37,-57,54,-174
334,310,-42,75
112,235,157,17
232,186,-95,87
67,42,150,-75
-303,194,-106,-140
-160,-189,-173,-158
243,-250,150,-52
-121,222,-138,28
-186,-350,-196,-7
-219,80,-84,91
-297,45,-146,-175
172,-313,-169,177
-217,159,104,-138
15,241,-162,53
303,-276,168,-59
-170,214,-35,35
148,175,159,-18
268,48,153,-172
254,14,96,195
229,-69,-64,-146
-138,334,71,-4
286,40,-84,-58
57,272,95,81
-117,109,170,161
-251,169,183,11
349,202,-14,55
-145,-278,-39,164
322,175,-195,199
216,-276,-86,155
171,305,-21,-175
-326,-135,141,197
-46,323,-60,-118
190,-149,170,127
288,226,199,-114
163,156,143,-145
198,-172,-5,121
265,-324,-198,133
-286,318,185,-160
42,-161,128,-74
-310,-8,-46,67
309,237,-18,178
-152,-304,49,-75
-179,135,128,94
-117,-104,-106,156
-46,333,40,11
-42,115,108,-162
-128,-75,-124,51
-193,214,32,89
161,-340,14,141
295,-25,-100,137
-53,-58,-191,43
-76,312,176,-40
107,-67,72,140
79,-81,44,-95
262,5,-131,-61
28,56,146,-4
-300,132,-81,14
-7,234,61,65
-271,-70,-105,-74
-2,-197,187,-165
353,-64,22,-14
155,329,128,-61
-201,18,114,-113
-298,156,136,22
67,-82,-183,23
-50,211,-69,-110
301,-244,128,-30
-27,6,-125,6
-73,76,125,147
-116,-238,188,4
-326,-150,163,196
187,-257,-137,3
-272,114,105,-132
234,-331,-59,20
-354,-50,19,39
-301,-103,9,39
-317,-351,133,171
17,286,180,-115
-15,-172,-193,46
-300,19,166,197
-226,-20,98,-143
-219,22,102,11
37,-240,-189,-197
239,335,-159,7
