-348,-144,45,-28
-170,123,-47,-158
-37,348,132,-13
-39,-17,-14,-17
239,221,102,59
-106,340,140,54
289,-280,-194,192
-2,-349,60,-73
-101,-155,54,100
-179,-86,168,-81
-27,-239,-7,122
323,13,-56,55
-323,-124,130,-113
-205,118,-48,124
-288,-307,47,-21
-115,-125,-110,-3
-47,300,-77,-55
-237,326,-157,-54
37,267,-52,117
-277,-61,92,133
119,321,-192,97
-234,332,-117,12
345,-155,69,61
322,109,-195,-184
321,-196,-116,19
207,-135,-157,152
-348,150,152,-172
-23,257,123,-103
215,27,-65,-60
-343,113,25,-134
-265,353,71,-38
-179,-177,-27,3
125,236,138,181
130,-288,154,107
331,-155,-7,-41
193,-327,0,-173
-343,16,-83,103
7,179,-159,65
18,-104,160,104
244,66,134,-154
75,228,45,22
274,-298,57,26
160,198,107,149
204,-176,-78,20
313,-250,116,-98
-191,81,71,117
-310,-20,29,189
-72,-146,-196,91
-219,147,-20,115
-142,219,-102,58
139,-222,182,-16
72,-286,-153,191
-54,-13,-31,-88
-152,-210,170,93
155,-65,-115,-143
-32,37,-49,125
178,-58,-65,16
-122,-259,158,99
115,233,-92,-80
-69,-292,6,-83
15,175,-98,-62
-173,-82,-78,-120
-230,138,-151,180
229,71,-45,-80
117,-172,-163,13
-338,-129,-177,149
-124,-68,-56,-26
-186,-21,199,-23
70,22,-123,45
-181,319,-150,172
91,300,-180,81
222,-121,-172,-136
-51,-170,-10,-61
326,348,146,-62
-25,-145,132,162
5,269,10,-127
238,-3,-181,-195
-100,-268,-130,-27
-136,252,60,-98
198,318,-147,100
51,196,17,76
235,-210,57,-178
-191,19,-18,-6
-343,262,-139,-84
-42,-135,139,30
80,-58,-38,-45
-103,-227,152,36
84,-259,-105,-175
53,84,196,21
-266,-46,-168,166
-175,-19,-94,-172
-277,343,189,109
-342,-62,-56,81
-41,125,-96,-45
10,-138,-192,-9
304,-309,18,119
287,327,21,59
47,309,34,53
329,-292,191,80
69,291,52,-55
-302,-340,-172,-49
233,-4,117,-154
-83,181,-120,191
-47,241,107,-30
216,-296,-141,-42
18,-73,-12,71
-46,-124,33,195
182,-60,-151,-115
-20,-245,-50,-41
160,-81,-54,67
253,-286,87,-33
-277,163,39,-72
-28,80,166,-186
-187,296,-7,145
-111,198,122,167
-264,-316,-173,-135
-124,334,-154,-129
107,-158,109,152
-88,-309,-86,-67
153,-198,-97,-89
188,10,-132,165
137,287,36,193
-160,41,188,-108
289,197,163,126
21,16,29,153
101,347,-97,44
231,226,-51,-195
-226,-219,-115,-55
-270,-209,-57,148
38,203,153,160
-248,255,-49,151
-245,-273,41,65
-207,-73,81,-99
325,-172,-184,196
-119,117,-108,133
-22,-223,198,123
281,197,7,132
-173,-157,83,57
62,257,161,-2
304,-96,-12,112
125,205,-72,-33
-165,-98,131,-48
-285,287,147,111
-21,172,-182,186
-89,31,-13,114
-291,152,156,-112
227,226,-74,117
349,102,-95,-68
253,28,196,102
-133,-153,-57,65
95,-94,46,-32
-185,-198,-12,50
-142,108,-130,-74
7,265,56,1
181,94,-7,-137
-240,189,179,123
140,54,-59,41
212,-259,167,144
-198,141,151,-12
-10,170,36,-104
214,-20,-150,-108
-24,229,-157,86
-126,-11,86,-115
-175,126,-78,-115
-236,-192,36,-42
-47,-152,-112,-113
-123,251,-122,-13
209,144,-57,-162
71,162,76,-24
255,285,-34,-152
-329,183,159,-79
325,-253,112,-91
-317,-232,33,-79
-211,323,117,120
215,156,177,98
241,-229,129,94
-82,334,25,139
-1,-195,130,168
221,211,25,40
273,24,95,174
-75,9,50,-122
105,-86,15,-168
112,143,79,73
107,32,-50,30
70,198,130,-110
111,264,152,187
2,135,-8,12
-8,80,-183,149
-207,-112,189,-78
140,325,163,-192
-238,-105,27,169
42,-326,51,-121
40,179,-75,19
278,-59,60,199
209,-334,-91,-158
155,27,-64,25
-76,-30,-69,95
329,311,-23,168
-88,-180,-90,-129
-172,249,45,118
